"linha","ano","mes","parlamentar","gasto","valor"
"11547",2018,"05","ODILON AGUIAR","Vale-Refeição e Vale-Alimentação",5000
"11548",2018,"05","OSMAR BAQUIT","Combustíveis e Lubrificantes Automotivos",6000
"11549",2018,"05","OSMAR BAQUIT","Passagens Aéreas",2765.8
"11550",2018,"05","OSMAR BAQUIT","Serviços Técnicos Profissionais",9900
"11551",2018,"05","OSMAR BAQUIT","Serviços de Telecomunicações",1104.26
"11552",2018,"05","OSMAR BAQUIT","Vale-Refeição e Vale-Alimentação",5000
"11553",2018,"05","RACHEL MARQUES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",504.6
"11554",2018,"05","RACHEL MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"11555",2018,"05","RACHEL MARQUES","Convênio com Plano de Saúde",3073.48
"11556",2018,"05","RACHEL MARQUES","Locação de Veículos",12580
"11557",2018,"05","RACHEL MARQUES","Passagens Aéreas",1834.9
"11558",2018,"05","RACHEL MARQUES","Serviços Técnicos Profissionais",4320
"11559",2018,"05","RACHEL MARQUES","Serviços de Telecomunicações",1390.57
"11560",2018,"05","RACHEL MARQUES","Vale-Refeição e Vale-Alimentação",5000
"11561",2018,"05","ROBERIO MONTEIRO","Combustíveis e Lubrificantes Automotivos",6000
"11562",2018,"05","ROBERIO MONTEIRO","Divulgação das Atividades Parlamentares",8800
"11563",2018,"05","ROBERIO MONTEIRO","Locação de Aeronaves",3732
"11564",2018,"05","ROBERIO MONTEIRO","Serviços Técnicos Profissionais",11160
"11565",2018,"05","ROBERIO MONTEIRO","Serviços de Telecomunicações",1456.1
"11566",2018,"05","ROBERIO MONTEIRO","Vale-Refeição e Vale-Alimentação",2000
"11567",2018,"05","ROBERTO MESQUITA","Combustíveis e Lubrificantes Automotivos",6000
"11568",2018,"05","ROBERTO MESQUITA","Divulgação das Atividades Parlamentares",2300
"11569",2018,"05","ROBERTO MESQUITA","Serviços Técnicos Profissionais",10800
"11570",2018,"05","ROBERTO MESQUITA","Serviços de Comunicação em Geral",15.26
"11571",2018,"05","ROBERTO MESQUITA","Serviços de Telecomunicações",92.75
"11572",2018,"05","ROBERTO MESQUITA","Vale-Refeição e Vale-Alimentação",4000
"11573",2018,"05","SERGIO AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"11574",2018,"05","SERGIO AGUIAR","Divulgação das Atividades Parlamentares",5700
"11575",2018,"05","SERGIO AGUIAR","Passagens Aéreas",4266.67
"11576",2018,"05","SERGIO AGUIAR","Passagens Terrestres",3926.15
"11577",2018,"05","SERGIO AGUIAR","Seguros em Geral",1049.81
"11578",2018,"05","SERGIO AGUIAR","Serviços Técnicos Profissionais",10520
"11579",2018,"05","SERGIO AGUIAR","Serviços de Comunicação em Geral",230
"11580",2018,"05","SERGIO AGUIAR","Serviços de Telecomunicações",272.96
"11581",2018,"05","SERGIO AGUIAR","Vale-Refeição e Vale-Alimentação",3580
"11582",2018,"05","TIN GOMES","Combustíveis e Lubrificantes Automotivos",6000
"11583",2018,"05","TIN GOMES","Convênio com Plano de Saúde",4057
"11584",2018,"05","TIN GOMES","Divulgação das Atividades Parlamentares",2900
"11585",2018,"05","TIN GOMES","Locação de Veículos",3145
"11586",2018,"05","TIN GOMES","Serviços de Telecomunicações",3029.64
"11587",2018,"05","TIN GOMES","Vale-Refeição e Vale-Alimentação",5297
"11588",2018,"05","TOMAZ HOLANDA","Combustíveis e Lubrificantes Automotivos",6000
"11589",2018,"05","TOMAZ HOLANDA","Passagens Terrestres",744.86
"11590",2018,"05","TOMAZ HOLANDA","Serviços Gráficos e Editoriais",348
"11591",2018,"05","TOMAZ HOLANDA","Serviços Técnicos Profissionais",13343.4
"11592",2018,"05","TOMAZ HOLANDA","Serviços de Telecomunicações",1169.13
"11593",2018,"05","TOMAZ HOLANDA","Vale-Refeição e Vale-Alimentação",5000
"11594",2018,"05","WALTER CAVALCANTE","Combustíveis e Lubrificantes Automotivos",6000
"11595",2018,"05","WALTER CAVALCANTE","DESPESAS DE TELEPROCESSAMENTO",1000
"11596",2018,"05","WALTER CAVALCANTE","Divulgação das Atividades Parlamentares",5000
"11597",2018,"05","WALTER CAVALCANTE","Hospedagens",796.53
"11598",2018,"05","WALTER CAVALCANTE","Locação de Veículos",6570
"11599",2018,"05","WALTER CAVALCANTE","Passagens Aéreas",2762.68
"11600",2018,"05","WALTER CAVALCANTE","Seguros em Geral",1397
"11601",2018,"05","WALTER CAVALCANTE","Serviços Técnicos Profissionais",3960
"11602",2018,"05","WALTER CAVALCANTE","Serviços de Comunicação em Geral",205.5
"11603",2018,"05","WALTER CAVALCANTE","Serviços de Telecomunicações",1851.08
"11604",2018,"05","WALTER CAVALCANTE","Vale-Refeição e Vale-Alimentação",4000
"11605",2018,"05","YURI GUERRA","Combustíveis e Lubrificantes Automotivos",6000
"11606",2018,"05","YURI GUERRA","Divulgação das Atividades Parlamentares",8400
"11607",2018,"05","YURI GUERRA","Serviços Gráficos e Editoriais",9793.28
"11608",2018,"05","YURI GUERRA","Serviços de Telecomunicações",497.76
"11609",2018,"05","YURI GUERRA","Vale-Refeição e Vale-Alimentação",5000
"11610",2018,"06","ADERLANIA NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"11611",2018,"06","ADERLANIA NORONHA","Convênio com Plano de Saúde",1576.66
"11612",2018,"06","ADERLANIA NORONHA","Divulgação das Atividades Parlamentares",7400
"11613",2018,"06","ADERLANIA NORONHA","Passagens Aéreas",4160.56
"11614",2018,"06","ADERLANIA NORONHA","Serviços Técnicos Profissionais",7020
"11615",2018,"06","ADERLANIA NORONHA","Serviços de Comunicação em Geral",107.74
"11616",2018,"06","ADERLANIA NORONHA","Vale-Refeição e Vale-Alimentação",5000
"11617",2018,"06","AGENOR NETO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",209.58
"11618",2018,"06","AGENOR NETO","Combustíveis e Lubrificantes Automotivos",6000
"11619",2018,"06","AGENOR NETO","Convênio com Plano de Saúde",1951.26
"11620",2018,"06","AGENOR NETO","Divulgação das Atividades Parlamentares",1300
"11621",2018,"06","AGENOR NETO","Hospedagens",1719.38
"11622",2018,"06","AGENOR NETO","Passagens Aéreas",6390.56
"11623",2018,"06","AGENOR NETO","Passagens Terrestres",418.67
"11624",2018,"06","AGENOR NETO","Serviços Gráficos e Editoriais",8506.32
"11625",2018,"06","AGENOR NETO","Serviços de Telecomunicações",1088.24
"11626",2018,"06","AGENOR NETO","Vale-Refeição e Vale-Alimentação",5000
"11627",2018,"06","ANDERSON PALACIO","Combustíveis e Lubrificantes Automotivos",6000
"11628",2018,"06","ANDERSON PALACIO","Divulgação das Atividades Parlamentares",9500
"11629",2018,"06","ANDERSON PALACIO","Serviços Gráficos e Editoriais",3660.8
"11630",2018,"06","ANDERSON PALACIO","Serviços Técnicos Profissionais",7560
"11631",2018,"06","ANDERSON PALACIO","Serviços de Telecomunicações",313.52
"11632",2018,"06","ANDERSON PALACIO","Vale-Refeição e Vale-Alimentação",5000
"11633",2018,"06","ANTONIO GRANJA","Combustíveis e Lubrificantes Automotivos",6000
"11634",2018,"06","ANTONIO GRANJA","Divulgação das Atividades Parlamentares",8000
"11635",2018,"06","ANTONIO GRANJA","Serviços Técnicos Profissionais",8280
"11636",2018,"06","ANTONIO GRANJA","Serviços de Telecomunicações",1202.91
"11637",2018,"06","ANTONIO GRANJA","Vale-Refeição e Vale-Alimentação",4000
"11638",2018,"06","AUDIC MOTA","Combustíveis e Lubrificantes Automotivos",6000
"11639",2018,"06","AUDIC MOTA","Convênio com Plano de Saúde",1183.15
"11640",2018,"06","AUDIC MOTA","Divulgação das Atividades Parlamentares",9750
"11641",2018,"06","AUDIC MOTA","Seguros em Geral",504.04
"11642",2018,"06","AUDIC MOTA","Serviços Gráficos e Editoriais",4960
"11643",2018,"06","AUDIC MOTA","Serviços Técnicos Profissionais",4000
"11644",2018,"06","AUDIC MOTA","Serviços de Telecomunicações",1429.34
"11645",2018,"06","AUDIC MOTA","Vale-Refeição e Vale-Alimentação",5000
"11646",2018,"06","AUGUSTA BRITO","Combustíveis e Lubrificantes Automotivos",6000
"11647",2018,"06","AUGUSTA BRITO","Convênio com Plano de Saúde",2434.51
"11648",2018,"06","AUGUSTA BRITO","Divulgação das Atividades Parlamentares",1600
"11649",2018,"06","AUGUSTA BRITO","Passagens Aéreas",1578.95
"11650",2018,"06","AUGUSTA BRITO","Passagens Terrestres",867.88
"11651",2018,"06","AUGUSTA BRITO","Serviços Gráficos e Editoriais",3981.12
"11652",2018,"06","AUGUSTA BRITO","Serviços Técnicos Profissionais",7920
"11653",2018,"06","AUGUSTA BRITO","Serviços de Comunicação em Geral",46.1
"11654",2018,"06","AUGUSTA BRITO","Serviços de Telecomunicações",1151.03
"11655",2018,"06","AUGUSTA BRITO","Vale-Refeição e Vale-Alimentação",4000
"11656",2018,"06","BETHROSE","Combustíveis e Lubrificantes Automotivos",4000
"11657",2018,"06","BETHROSE","Divulgação das Atividades Parlamentares",8000
"11658",2018,"06","BETHROSE","Serviços Técnicos Profissionais",21420
"11659",2018,"06","BRUNO GONCALVES","Combustíveis e Lubrificantes Automotivos",6000
"11660",2018,"06","BRUNO GONCALVES","Locação de Veículos",2125
"11661",2018,"06","BRUNO GONCALVES","Serviços Técnicos Profissionais",8640
"11662",2018,"06","BRUNO GONCALVES","Serviços de Telecomunicações",58.88
"11663",2018,"06","BRUNO GONCALVES","Vale-Refeição e Vale-Alimentação",3998
"11664",2018,"06","BRUNO PEDROSA","Combustíveis e Lubrificantes Automotivos",6000
"11665",2018,"06","BRUNO PEDROSA","Convênio com Plano de Saúde",829.62
"11666",2018,"06","BRUNO PEDROSA","Divulgação das Atividades Parlamentares",8950
"11667",2018,"06","BRUNO PEDROSA","Passagens Terrestres",605.68
"11668",2018,"06","BRUNO PEDROSA","Serviços Técnicos Profissionais",8280
"11669",2018,"06","BRUNO PEDROSA","Serviços de Telecomunicações",71.82
"11670",2018,"06","BRUNO PEDROSA","Vale-Refeição e Vale-Alimentação",2000
"11671",2018,"06","CAPITAO WAGNER","Combustíveis e Lubrificantes Automotivos",6000
"11672",2018,"06","CAPITAO WAGNER","Convênio com Plano de Saúde",2895.86
"11673",2018,"06","CAPITAO WAGNER","Divulgação das Atividades Parlamentares",6600
"11674",2018,"06","CAPITAO WAGNER","Hospedagens",831.18
"11675",2018,"06","CAPITAO WAGNER","Passagens Aéreas",2312.34
"11676",2018,"06","CAPITAO WAGNER","Vale-Refeição e Vale-Alimentação",5000
"11677",2018,"06","CARLOS FELIPE","Serviços de Telecomunicações",1089.76
"11678",2018,"06","CARLOS MATOS","ASSINATURAS DE PERIÓDICOS E ANUIDADES",100.77
"11679",2018,"06","CARLOS MATOS","Combustíveis e Lubrificantes Automotivos",4000
"11680",2018,"06","CARLOS MATOS","Convênio com Plano de Saúde",3884.15
"11681",2018,"06","CARLOS MATOS","DESPESAS DE TELEPROCESSAMENTO",4000
"11682",2018,"06","CARLOS MATOS","Divulgação das Atividades Parlamentares",4600
"11683",2018,"06","CARLOS MATOS","Locação de Aeronaves",6187.5
"11684",2018,"06","CARLOS MATOS","Locação de Veículos",7225
"11685",2018,"06","CARLOS MATOS","Serviços de Comunicação em Geral",15.26
"11686",2018,"06","CARLOS MATOS","Serviços de Telecomunicações",1895.82
"11687",2018,"06","CARLOS MATOS","Vale-Refeição e Vale-Alimentação",5000
"11688",2018,"06","DANNIEL OLIVEIRA","Combustíveis e Lubrificantes Automotivos",6000
"11689",2018,"06","DANNIEL OLIVEIRA","Divulgação das Atividades Parlamentares",3650
"11690",2018,"06","DANNIEL OLIVEIRA","Hospedagens",937.28
"11691",2018,"06","DANNIEL OLIVEIRA","Passagens Aéreas",5027.42
"11692",2018,"06","DANNIEL OLIVEIRA","Serviços Técnicos Profissionais",8100
"11693",2018,"06","DANNIEL OLIVEIRA","Serviços de Telecomunicações",1047.65
"11694",2018,"06","DANNIEL OLIVEIRA","Vale-Refeição e Vale-Alimentação",5000
"11695",2018,"06","DAVID DURAND","Combustíveis e Lubrificantes Automotivos",6000
"11696",2018,"06","DAVID DURAND","Serviços de Telecomunicações",483.78
"11697",2018,"06","DAVID DURAND","Vale-Refeição e Vale-Alimentação",5000
"11698",2018,"06","DEDE TEIXEIRA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",349.41
"11699",2018,"06","DEDE TEIXEIRA","Combustíveis e Lubrificantes Automotivos",4000
"11700",2018,"06","DEDE TEIXEIRA","Convênio com Plano de Saúde",2030.06
"11701",2018,"06","DEDE TEIXEIRA","Divulgação das Atividades Parlamentares",2700
"11702",2018,"06","DEDE TEIXEIRA","Locação de Veículos",6000
"11703",2018,"06","DEDE TEIXEIRA","Passagens Aéreas",2030.76
"11704",2018,"06","DEDE TEIXEIRA","Serviços Técnicos Profissionais",7380
"11705",2018,"06","DEDE TEIXEIRA","Vale-Refeição e Vale-Alimentação",3000
"11706",2018,"06","DR SANTANA","Divulgação das Atividades Parlamentares",8000
"11707",2018,"06","DR SANTANA","Serviços Técnicos Profissionais",7680
"11708",2018,"06","DR. LEONIDAS","Serviços Técnicos Profissionais",10620
"11709",2018,"06","DR. SARTO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",894.01
"11710",2018,"06","DR. SARTO","Combustíveis e Lubrificantes Automotivos",6000
"11711",2018,"06","DR. SARTO","Convênio com Plano de Saúde",1215.48
"11712",2018,"06","DR. SARTO","Serviços Técnicos Profissionais",19260
"11713",2018,"06","DR. SARTO","Serviços de Comunicação em Geral",15.26
"11714",2018,"06","DR. SARTO","Vale-Refeição e Vale-Alimentação",4000
"11715",2018,"06","DRA SILVANA","Combustíveis e Lubrificantes Automotivos",6000
"11716",2018,"06","DRA SILVANA","Hospedagens",741.51
"11717",2018,"06","DRA SILVANA","Passagens Aéreas",7925.74
"11718",2018,"06","DRA SILVANA","Passagens Terrestres",574.58
"11719",2018,"06","DRA SILVANA","Serviços Técnicos Profissionais",22500
"11720",2018,"06","DRA SILVANA","Serviços de Telecomunicações",659.27
"11721",2018,"06","DRA SILVANA","Vale-Refeição e Vale-Alimentação",5000
"11722",2018,"06","ELMANO","Combustíveis e Lubrificantes Automotivos",6000
"11723",2018,"06","ELMANO","Locação de Veículos",12000
"11724",2018,"06","ELMANO","Passagens Aéreas",1566.39
"11725",2018,"06","ELMANO","Passagens Terrestres",1651.64
"11726",2018,"06","ELMANO","Serviços Gráficos e Editoriais",7459.2
"11727",2018,"06","ELMANO","Serviços de Comunicação em Geral",12.5
"11728",2018,"06","ELMANO","Serviços de Telecomunicações",386.12
"11729",2018,"06","ELMANO","Vale-Refeição e Vale-Alimentação",4000
"11730",2018,"06","ELY AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"11731",2018,"06","ELY AGUIAR","Divulgação das Atividades Parlamentares",8000
"11732",2018,"06","ELY AGUIAR","Serviços Gráficos e Editoriais",17774.4
"11733",2018,"06","EVANDRO LEITAO","Combustíveis e Lubrificantes Automotivos",5000
"11734",2018,"06","EVANDRO LEITAO","Serviços Técnicos Profissionais",20160
"11735",2018,"06","EVANDRO LEITAO","Serviços de Telecomunicações",28.55
"11736",2018,"06","EVANDRO LEITAO","Vale-Refeição e Vale-Alimentação",4000
"11737",2018,"06","FERNANDA PESSOA","Combustíveis e Lubrificantes Automotivos",6000
"11738",2018,"06","FERNANDA PESSOA","DESPESAS DE TELEPROCESSAMENTO",550
"11739",2018,"06","FERNANDA PESSOA","Divulgação das Atividades Parlamentares",11500
"11740",2018,"06","FERNANDA PESSOA","Locação de Veículos",11700
"11741",2018,"06","FERNANDA PESSOA","Serviços Técnicos Profissionais",16000
"11742",2018,"06","FERNANDA PESSOA","Serviços de Comunicação em Geral",53.87
"11743",2018,"06","FERNANDA PESSOA","Serviços de Telecomunicações",727.67
"11744",2018,"06","FERNANDA PESSOA","Vale-Refeição e Vale-Alimentação",5000
"11745",2018,"06","FERNANDO HUGO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",718.8
"11746",2018,"06","FERNANDO HUGO","Combustíveis e Lubrificantes Automotivos",6000
"11747",2018,"06","FERNANDO HUGO","Divulgação das Atividades Parlamentares",2400
"11748",2018,"06","FERNANDO HUGO","Passagens Aéreas",2236.75
"11749",2018,"06","FERNANDO HUGO","Serviços Técnicos Profissionais",10080
"11750",2018,"06","FERNANDO HUGO","Serviços de Telecomunicações",4590.26
"11751",2018,"06","FERNANDO HUGO","Vale-Refeição e Vale-Alimentação",2000
"11752",2018,"06","FERREIRA ARAGAO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",418.48
"11753",2018,"06","FERREIRA ARAGAO","Combustíveis e Lubrificantes Automotivos",6000
"11754",2018,"06","FERREIRA ARAGAO","Convênio com Plano de Saúde",5051.22
"11755",2018,"06","FERREIRA ARAGAO","Serviços Gráficos e Editoriais",12211.2
"11756",2018,"06","FERREIRA ARAGAO","Serviços Técnicos Profissionais",3420
"11757",2018,"06","FERREIRA ARAGAO","Serviços de Telecomunicações",2651.38
"11758",2018,"06","FERREIRA ARAGAO","Vale-Refeição e Vale-Alimentação",5000
"11759",2018,"06","GEORGE VALENTIM","Combustíveis e Lubrificantes Automotivos",4000
"11760",2018,"06","GEORGE VALENTIM","Divulgação das Atividades Parlamentares",8000
"11761",2018,"06","GEORGE VALENTIM","Serviços Técnicos Profissionais",14400
"11762",2018,"06","GEORGE VALENTIM","Vale-Refeição e Vale-Alimentação",4100
"11763",2018,"06","GONY ARRUDA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",612.57
"11764",2018,"06","GONY ARRUDA","Combustíveis e Lubrificantes Automotivos",6000
"11765",2018,"06","GONY ARRUDA","Divulgação das Atividades Parlamentares",8000
"11766",2018,"06","GONY ARRUDA","Seguros em Geral",474.56
"11767",2018,"06","GONY ARRUDA","Serviços Gráficos e Editoriais",8464
"11768",2018,"06","GONY ARRUDA","Serviços Técnicos Profissionais",8000
"11769",2018,"06","GONY ARRUDA","Serviços de Telecomunicações",1220.64
"11770",2018,"06","GONY ARRUDA","Vale-Refeição e Vale-Alimentação",5000
"11771",2018,"06","HEITOR FERRER","ASSINATURAS DE PERIÓDICOS E ANUIDADES",2066.58
"11772",2018,"06","HEITOR FERRER","Combustíveis e Lubrificantes Automotivos",4000
"11773",2018,"06","HEITOR FERRER","Convênio com Plano de Saúde",1411.39
"11774",2018,"06","HEITOR FERRER","Divulgação das Atividades Parlamentares",900
"11775",2018,"06","HEITOR FERRER","Serviços Gráficos e Editoriais",14812
"11776",2018,"06","HEITOR FERRER","Serviços de Comunicação em Geral",3546.7
"11777",2018,"06","HEITOR FERRER","Serviços de Telecomunicações",1233.57
"11778",2018,"06","HEITOR FERRER","Vale-Refeição e Vale-Alimentação",4997
"11779",2018,"06","JEOVA MOTA","Combustíveis e Lubrificantes Automotivos",6000
"11780",2018,"06","JEOVA MOTA","Divulgação das Atividades Parlamentares",8000
"11781",2018,"06","JEOVA MOTA","Serviços Gráficos e Editoriais",16928
"11782",2018,"06","JEOVA MOTA","Serviços Técnicos Profissionais",8100
"11783",2018,"06","JEOVA MOTA","Vale-Refeição e Vale-Alimentação",2000
"11784",2018,"06","JOAO JAIME","Combustíveis e Lubrificantes Automotivos",6000
"11785",2018,"06","JOAO JAIME","Divulgação das Atividades Parlamentares",500
"11786",2018,"06","JOAO JAIME","Serviços Técnicos Profissionais",21060
"11787",2018,"06","JOAO JAIME","Vale-Refeição e Vale-Alimentação",4000
"11788",2018,"06","JOAQUIM NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"11789",2018,"06","JOAQUIM NORONHA","Convênio com Plano de Saúde",467.72
"11790",2018,"06","JOAQUIM NORONHA","Serviços Técnicos Profissionais",22320
"11791",2018,"06","JOAQUIM NORONHA","Vale-Refeição e Vale-Alimentação",5000
"11792",2018,"06","JOSE ALBUQUERQUE","Combustíveis e Lubrificantes Automotivos",6000
"11793",2018,"06","JOSE ALBUQUERQUE","Convênio com Plano de Saúde",2663.3
"11794",2018,"06","JOSE ALBUQUERQUE","Locação de Veículos",12240
"11795",2018,"06","JOSE ALBUQUERQUE","Seguros em Geral",527.2
"11796",2018,"06","JOSE ALBUQUERQUE","Vale-Refeição e Vale-Alimentação",4000
"11797",2018,"06","JULINHO","Combustíveis e Lubrificantes Automotivos",3000
"11798",2018,"06","JULINHO","Divulgação das Atividades Parlamentares",8000
"11799",2018,"06","JULINHO","Serviços Técnicos Profissionais",15660
"11800",2018,"06","JULINHO","Serviços de Telecomunicações",2479.96
"11801",2018,"06","JULINHO","Vale-Refeição e Vale-Alimentação",3000
